"id","pop","stationName","latitude","longitude","departement","marque","Gazole","E10","SP98"
"53300003","R","4 RUE DES VALLEES - Ambrières-les-Vallées",48.3960695,48.3960695,"53","Carrefour Contact",NA,NA,NA
"43170003","R","rue louis amargier route de lahgeac - Saugues",44.96351,44.96351,"43","Carrefour Contact","1.919","1.899",NA
"28330003","R","16 Avenue Jean Moulin - Authon-du-Perche",48.194,48.194,"28","PROXI SUPER",NA,NA,NA
"44150001","R","L'Aubinière - ANCENIS",47.397,47.397,"44","Avia","1.96",NA,"02.02"
"59240002","R","Boulevard de l'Europe - DUNKERQUE",51.05,51.05,"59","Carrefour Market",NA,NA,NA
"13120005","R","D 58 BIVER - GARDANNE",43.4344742366,43.4344742366,"13","Independant sans enseigne",NA,NA,NA
"49260001","R","Rue Estienvrin - MONTREUIL-BELLAY",47.13,47.13,"49","Systeme U","1.909",NA,"1.959"
"61430002","R","la coquerie - Athis-de-l'Orne",48.806,48.806,"61","Carrefour Contact",NA,NA,NA
"82700003","R","1187 Route de Toulouse - Escatalens",43.986,43.986,"82","Aire C","1.98",NA,"02.04"
"78560004","R","4 AVENUE SIMON VOUET - Le Port-Marly",48.878,48.878,"78","N.C.","1.977","1.943","2.014"
"67120002","R","RN 422 - MOLSHEIM",48.529266519707,48.529266519707,"67","Total","2.026","1.938","2.048"
"22104001","R","La Coulebart - DINAN",48.445,48.445,"22","Leclerc","1.904",NA,"1.929"
"20200008","R","21 Rue Commandant Lucé de Casabianca - Bastia",42.704,42.704,"20","Esso","02.04",NA,NA
"30750001","R","Le Gardiol - LANUéJOLS",44.13128,44.13128,"30","Dyneff","1.91","1.92",NA
"64250005","R","17, allée Edmond Rostand - Cambo les bains",43.361950140658,43.361950140658,"64","Carrefour Contact","1.942",NA,"1.939"
"83460002","R","Voie Jacques Prévert - Les Arcs",43.451,43.451,"83","Systeme U","1.895","1.849","1.899"
"62360001","R","93 bis AVENUE DE LA FORET - LA CAPELLE-LèS-BOULOGNE",50.734,50.734,"62","Total","2.009","1.968","2.078"
"41600001","R","20 RUE GAUGIRAN - LAMOTTE-BEUVRON",47.601,47.601,"41","Carrefour Market","1.989",NA,"1.989"
"11150001","R","zae avenue de la preuilhe - BRAM",43.241,43.241,"11","Carrefour Market","1.995",NA,"1.995"
"84301001","R","28 Avenue des Taillades - CAVAILLON",43.8365087192,43.8365087192,"84","Auchan","1.915","1.849","1.919"
"38620002","R","Zi la Thuery - Saint-Geoire-en-Valdaine",45.459,45.459,"38","Carrefour Express",NA,NA,NA
"22230003","R","Rue Chanoine le Texier - MERDRIGNAC",48.19538,48.19538,"22","Systeme U","1.937","1.89","1.969"
"15190001","R","ROUTE DU STADE - Condat",45.33826,45.33826,"15","ESSO","1.959",NA,NA
"83600001","R","ROUTE NATIONALE 98 - FRéJUS",43.422,43.422,"83","Geant","1.949","1.899","1.999"
"64000016","R","208 AV JEAN MERMOZ - PAU",43.319,43.319,"64","Total Access","1.931","1.899","2.022"
"68270003","R","Rue de Kingersheim - WITTENHEIM",47.805,47.805,"68","Systeme U","1.915","1.845","1.965"
"77130003","R","RN 105 - Forges",48.402,48.402,"77","Total","2.073","2.011","2.121"
"32150002","R","Rue Cousiné - Cazaubon",43.935,43.935,"32","Intermarche","1.919","1.869","1.939"
"33120007","R","112 BLD DE LA COTE D ARGENT - ARCACHON",44.65,44.65,"33","Total","2.028","1.992","2.102"
"59500009","R","143 BOULEVARD PAUL HAYEZ - DOUAI",50.363,50.363,"59","Total","2.009","1.968","2.078"
"89290001","R","CENTRE ARTISANAL - CHAMPS-SUR-YONNE",47.74,47.74,"89","Atac","1.959",NA,"1.999"
"62860006","A","AUTOROUTE A26 - Aire de Rumaucourt - Marquion",50.2273337,50.2273337,"62","Shell","2.028","2.046","2.15"
"29150003","R","place kerjean - CHâTEAULIN",48.20011,48.20011,"29","Leclerc","1.898","1.858","1.968"
"44560001","R","Rue Férréol Prézelin - PAIMBOEUF",47.284,47.284,"44","Systeme U","1.88","1.84","1.91"
"45160006","R","3091 RUE MARCEL BELOT - OLIVET",47.84059,47.84059,"45","Total","2.005","1.973",NA
"15004001","R","87 Avenue Charles de Gaulle - AURILLAC",44.9091521744,44.9091521744,"15","Geant","1.899","1.849","1.949"
"37500002","R","ROUTE DE SAUMUR - CHINON",47.15407276,47.15407276,"37","Elan","02.07",NA,NA
"17200007","R","quai des sabliers - Royan",45.619,45.619,"17","Avia",NA,NA,NA
"20129001","R","SUARALTA - BASTELICACCIA",41.924,41.924,"20","VITO","1.994",NA,NA
"50410002","R","Rue Jean le Couturier - PERCY",48.914,48.914,"50","Intermarche","1.929",NA,NA
"36100003","R","RN 151 - ISSOUDUN",46.938,46.938,"36","Elan","02.02",NA,NA
"8320002","R","140 Avenue Roger Posty - VIREUX-MOLHAIN",50.081,50.081,"08","Intermarche","1.891","1.845","1.898"
"40280006","R","200 boulevard oscar niemeyer - Saint-Pierre-du-Mont",43.882981,43.882981,"40","leclerc","1.89","1.835",NA
"57970002","R","Parc Unicom - Basse-Ham",49.375,49.375,"57","Intermarche","1.929","1.849","1.919"
"12240002","R","Route de Rodez - Rieupeyroux",44.306,44.306,"12","Intermarche","1.899","1.849","1.899"
"82110002","R","TRAVERS DE CAZES - Cazes-Mondenard",44.235,44.235,"82","Aire C","1.98",NA,NA
"56120004","R","Espace Commercial Oxygène - JOSSELIN",47.964,47.964,"56","Systeme U","1.899","1.879","1.979"
"7140002","R","Le Coussillon Chambonas - LES VANS",44.40634,44.40634,"07","Systeme U",NA,NA,NA
"74140005","R","ZI LES ESSERTS - DOUVAINE",46.2986325504,46.2986325504,"74","Intermarche","1.939","1.879","1.949"
"70300007","R","ZA du Bouquet - SAINT-SAUVEUR",47.791,47.791,"70","S.D.L","1.96","1.86",NA
"10190001","R","AVENUE DE LA REPUBLIQUE - ESTISSAC",48.274,48.274,"10","Maximarche","1.969",NA,NA
"67700012","A","A4 - Aire de Saverne - Monswiller - Eckartswiller",48.7599576,48.7599576,"67","Total","2.109","2.059","2.169"
"46600003","R","Le Bourg - RN 20 - CRESSENSAC",45.021,45.021,"46","Total","02.03","1.999","2.062"
"33114001","R","Avenue du Médoc ZAC Eyrialis - LE BARP",44.622873062239,44.622873062239,"33","Systeme U","1.929","1.885","1.972"
"33700010","R","Avenue des frères Robinson - MéRIGNAC",44.847960484359,44.847960484359,"33","Auchan","1.935","1.888","1.944"
"62219001","R","Avenue des Frais Fonds - LONGUENESSE",50.735,50.735,"62","Auchan","1.914","1.9","1.975"
"89420005","R","6 Route de Maison Dieu - Guillon",47.5131,47.5131,"89","N.C.",NA,NA,NA
"76890001","R","RUE DES 4 VENTS - TOTES",49.681,49.681,"76","Intermarche","1.899","1.849","1.909"
"71100019","R","RN6 - LUX",46.748,46.748,"71","Avia","1.959","1.899","1.999"
"56380001","R","Résidence de Coëtquidan - GUER",47.94146,47.94146,"56","Carrefour Market","1.889",NA,"1.909"
"47120002","R","rte Nationale 708 - Duras",44.665,44.665,"47","Independant sans enseigne",NA,NA,NA
"24270004","R","57 rue d'Aquitaine - Savignac-Lédrier",45.396,45.396,"24","Systeme U",NA,NA,NA
"25680001","R","ZA DU PRE ROND - Cuse-et-Adrisans",47.481,47.481,"25","Total",NA,NA,NA
"43110001","R","Avenue de Firminy - AUREC-SUR-LOIRE",45.36955,45.36955,"43","Casino","1.999","1.939","2.009"
"57420005","R","1 RUE DU FORT - VERNY",49.012,49.012,"57","Carrefour Contact","1.989",NA,"1.979"
"39210001","R","10 GRANDE RUE - VOITEUR",46.757,46.757,"39","Atac","1.959","1.949","1.999"
"33210001","R","8 ROUTE DE VILLANDRAUT - LANGON",44.551,44.551,"33","Total","2.016","1.98","02.09"
"83600011","R","Avenue André Léotard - FREJUS",43.438,43.438,"83","Casino","1.989","1.949","2.039"
"17350001","A","A10 AIRE DE FENIOUX EST - Fenioux",45.892307179057,45.892307179057,"17","Shell","2.179","2.153","2.223"
"60700004","R","39 41 RUE DE LA REPUBLIQUE - Pont-Sainte-Maxence",49.306,49.306,"60","Total Access","1.91","1.884","1.958"
"59122001","R","17 bis place du Général de Gaulle - HONDSCHOOTE",50.9816909164,50.9816909164,"59","Carrefour Contact",NA,NA,NA
"50380001","R","Route d'Avranches - SAINT-PAIR-SUR-MER",48.814,48.814,"50","Geant","1.899","1.899","1.999"
"64400005","R","65 Rue des Oustalots prolongés - Oloron-Sainte-Marie",43.181,43.181,"64","Intermarche","1.926",NA,NA
"40230005","R","ZAE Atlantisud 90 rue du pays d'orthe - Saint Geours de Maremne",43.714,43.714,"40","N.C.","1.969","1.869","1.969"
"91190011","R","155 AVENUE DU GENERAL LECLERC - Gif-sur-Yvette",48.70346,48.70346,"91","Total Access","1.97","1.935",NA
"2340002","R","89 Grand Rue - Dizy-le-Gros",49.63,49.63,"02","GULF","1.969","1.969",NA
"16400001","R","Route de Bordeaux - LA COURONNE",45.620118,45.620118,"16","Auchan","1.89","1.885","1.963"
"28100006","R","126 AV DU GAL LECLERC - DREUX",48.743,48.743,"28","Total Access","1.929","1.908","1.997"
"28480001","R","7 rue de l'étang - Thiron-Gardais",48.313,48.313,"28","Total","02.05",NA,"2.1"
"93290005","R","DEVIATION CD 88 - 1 ROUTE DE ROI - Tremblay-en-France",48.984,48.984,"93","Total",NA,NA,NA
"72170005","R","45 RUE DU MANS - Maresché",48.218480268999,48.218480268999,"72","Total",NA,NA,NA
"9270003","R","LIEU DIT LE RAUNIER - MAZERES",43.251,43.251,"09","Carrefour Contact","1.968",NA,"1.946"
"60000015","R","14 RUE DE CLERMONT - Beauvais",49.433,49.433,"60","BP","2.029","1.979","2.119"
"60100003","R","16 ROUTE DE CHANTILLY LA PIERRE BLANCHE - CREIL",49.24804627,49.24804627,"60","Avia","2.104","2.091","2.164"
"14204001","R","CC Hérouville Saint Clair BP 135 - HéROUVILLE-SAINT-CLAIR",49.205,49.205,"14","Carrefour","1.94","1.872","1.921"
"24200001","R","Route de Brive - Sarlat-la-Canéda",44.92,44.92,"24","Carrefour Market","1.959",NA,"1.969"
"59132001","R","Rue Roland Rouleau - GLAGEON",50.0573,50.0573,"59","Intermarche",NA,NA,NA
"40270004","R","2 Avenue de Mont de Marsan - Grenade-sur-l'Adour",43.774,43.774,"40","Carrefour Contact","1.959",NA,"1.959"
"12330004","R","Route de Rodez - SAINT-CHRISTOPHE-VALLON",44.469,44.469,"12","Netto","1.957","1.887","1.963"
"31440003","R","N125 - Cierp-Gaud",42.91396895,42.91396895,"31","N.C.",NA,NA,NA
"91240003","R","ROUTE DE LA BOELE - Saint-Michel-sur-Orge",48.63,48.63,"91","BP","2.149","2.099","2.239"
"16110004","R","18 Boulevard du 8 Mai - LA ROCHEFOUCAULD",45.74594,45.74594,"16","AVIA","02.04",NA,NA
"58240003","R","ROUTE NATIONALE 7 - LES BOULAISES - Chantenay-Saint-Imbert",46.7535171497,46.7535171497,"58","Total Access","1.975","1.926","2.024"
"47300001","R","Route de Bordeaux - BIAS",44.4035828923,44.4035828923,"47","Auchan","1.899","1.859","1.929"
"24230002","R","Zone des Reaux - Vélines",44.8520145,44.8520145,"24","Carrefour Contact",NA,NA,NA
"45240001","R","RUE DES PRES FLEURIS - LA FERTé-SAINT-AUBIN",47.72163454,47.72163454,"45","Carrefour Market","1.965",NA,"1.991"
"92140014","R","320 AV DU GENERAL DE GAULLE - CLAMART",48.785,48.785,"92","Total","2.088","2.063","2.173"
"86380002","R","15 RUE MARIE CURIE - Vendeuvre-du-Poitou",46.7305146,46.7305146,"86","Carrefour Contact","1.959","1.939","2.099"
"59440001","R","ROUTE DE LANDRECIES - AVESNELLES",50.11924,50.11924,"59","Carrefour Market","1.919",NA,"1.939"
"7130002","R","AVENUE GROSS-UMSTADT - Saint-Péray",44.944,44.944,"07","Avia","2.019","1.979","2.069"
"84000019","R","RUE JEAN ALTHEN - AVIGNON",43.93,43.93,"84","Total","2.015","1.951",NA
"33580001","R","5 Avenue Jean-Paul Glanet - MONSEGUR",44.64988,44.64988,"33","Carrefour Contact","1.95",NA,"1.977"
"91940007","R","Avenue des Cévennes - Les Ulis",48.676,48.676,"91","BP","2.089","2.039","2.179"
"34420004","R","Avenue de la Promenade - CERS",43.319,43.319,"34","Intermarche","1.894","1.836","1.905"
"5160001","R","Avenue de la Combe d'Or - SAVINES-LE-LAC",44.525,44.525,"05","Systeme U","1.914","1.854","1.949"
"29300005","R","2 rue du Faouët - Tréméven",47.89572,47.89572,"29","Independant sans enseigne",NA,NA,NA
"63600003","R","Avenue Georges Clemenceau - AMBERT",45.55219,45.55219,"63","Total",NA,NA,NA
"59146002","R","48 RUE ETIENNE D'ORVES - PECQUENCOURT",50.37898,50.37898,"59","Total Access","1.907","1.883","1.952"
"42190002","R","Chemin de la Montalais - Charlieu",46.15391,46.15391,"42","Casino","1.959","1.899","1.959"
"58300001","R","Route de Champvert - DECIZE",46.838,46.838,"58","Carrefour Market","1.959","1.889","1.949"
"41000020","R","1 rue Duguay Trouin - Blois",47.59557563159,47.59557563159,"41","Carrefour Market",NA,NA,"1.95"
"49123002","R","28 BIS VILLAGE LA RIOTTIERE - INGRANDES LE FRESNE SUR LOIRE",47.41024334305,47.41024334305,"49","N.C.","1.899","1.869","1.929"
"60220002","R","ROUTE D'HAUCOURT - FORMERIE",49.65,49.65,"60","Auchan","1.954","1.934","2"
"91660001","R","Route d'Angerville - MéRéVILLE",48.313,48.313,"91","Intermarche","1.999","2.039","2.099"
"91490004","R","ZA LE CHENET - Milly-la-Forêt",48.399,48.399,"91","Carrefour Market","1.974","1.939","1.983"
"69130005","R","11, Avenue Guy de Collongue - Écully",45.780655647583,45.780655647583,"69","N.C.","2.006",NA,NA
"41100003","R","ROUTE NATIONAL 10 - Vendôme",47.805,47.805,"41","N.C.","1.935","1.93","1.97"
"69340003","A","autoroute A7 - Roussillon",45.373,45.373,"38","Shell","2.144","2.104","2.194"
"62110003","R","115 RUE PASTEUR - Hénin-Beaumont",50.41839,50.41839,"62","Total","2.013","1.968","2.078"
"37300007","R","6 Rue du Franc Palais - Joué-lès-Tours",47.358,47.358,"37","Aldi","1.919",NA,"1.999"
"33470001","R","Centre Commercial Grand Large Avenue de Césarée - GUJAN-MESTRAS",44.619,44.619,"33","Systeme U","1.921","1.88","1.983"
"30100007","R","ZAC du Rieu Rocade Est - Alès",44.117,44.117,"30","Leclerc","1.919","1.853","1.959"
"2240001","R","74 Rue Blondel - RIBEMONT",49.80095,49.80095,"02","Intermarche","1.889","1.849",NA
"83670002","R","Avenue de Tavernes - BARJOLS",43.567,43.567,"83","Intermarche","1.939","1.889",NA
"83320001","R","Quartier Saint Vincent RN 559 - CARQUEIRANNE",43.09261,43.09261,"83","Casino","1.969","1.899","2.019"
"29740001","R","Rue de Lesconil - PLOBANNALEC-LESCONIL",47.8246595841,47.8246595841,"29","Systeme U","1.895",NA,"1.935"
"59265001","R","Route Nationale 43 - Aubigny-au-Bac",50.266250327214,50.266250327214,"59","Carrefour Market",NA,NA,NA
"77350005","R","AV MAURICE DAUVERGNE - LE MEE SUR SEINE",48.5430139632,48.5430139632,"77","Total Access",NA,NA,NA
"91814001","R","ROUTE DE VILLOISON - VILLABE",48.584,48.584,"91","Carrefour","1.952","1.943","1.983"
"91670001","R","14 Rue du Pont Lafleur - ANGERVILLE",48.32,48.32,"91","Leclerc","1.999","2.039",NA
"82700001","R","171 Avenue d'Auch - Montech",43.956,43.956,"82","Total","2.039",NA,NA
"78702001","R","Rue des Belles Hâtes - CONFLANS-SAINTE-HONORINE",49.009,49.009,"78","Leclerc","2.019",NA,"2.059"
"7170002","R","RN 102 - Lavilledieu",44.57059,44.57059,"07","Agip",NA,NA,NA
"26120003","R","Avenue de Valence - CHABEUIL",44.9018420072,44.9018420072,"26","Casino","1.959","1.929",NA
"14170003","R","RUE DE LISIEUX - Saint-Pierre-sur-Dives",49.02218,49.02218,"14","Casino","1.999","1.959",NA
"69370002","R","107 ROUTE DE ST CYR - Saint-Didier-au-Mont-d'Or",45.819,45.819,"69","Total",NA,NA,NA
"77760001","R","Rue de l'Avenir - LA CHAPELLE-LA-REINE",48.324,48.324,"77","BI1","1.969",NA,"1.999"
"10340001","R","25 Rue du Pont - Les Riceys",47.99651,47.99651,"10","Avia",NA,NA,NA
"30320001","R","58 Avenue Clément Ader - Marguerittes",43.86701,43.86701,"30","Systeme U","1.929","1.859",NA
"67270003","R","ROUTE DE STRASBOURG - HOCHFELDEN",48.755,48.755,"67","Intermarche","1.909","1.849",NA
"87800003","R","""LE VIEUX ST MAURICE"" - ST MAURICE LES BROUSSES",45.70744595865,45.70744595865,"87","N.C.","1.98",NA,"1.99"
"60130001","R","Z.I. Nord - SAINT-JUST-EN-CHAUSSéE",49.512,49.512,"60","Leclerc","1.923",NA,"1.957"
"4200003","R","route de Sisteron - PEIPIN",44.14295,44.14295,"04","Intermarche","1.919","1.869","1.939"
"92000011","R","36 Route des Fusillés de la Résistance 1940-1944 - Nanterre",48.88241,48.88241,"92","BP","2.119","2.089","2.229"
"39200002","R","14 Rue Carnot - SAINT-CLAUDE",46.38322076,46.38322076,"39","Avia",NA,NA,NA
"51700001","R","rue du faubourg chavenay - DORMANS",49.072,49.072,"51","Carrefour Market","1.955",NA,"1.98"
"28130001","R","RUE DU MOULIN - PIERRES",48.58726,48.58726,"28","N.C.","1.965","1.917","1.989"
"40000012","R","394 AVENUE GEORGES CLEMENCEAU - Mont-de-Marsan",43.88554,43.88554,"40","Total Access","1.91","1.882","1.989"
"78140009","R","AIRE DU VAL DE GRACE - VELIZY-VILLACOUBLAY",48.773,48.773,"78","Shell","2.094","2.105","2.175"
"43120001","R","rue jean martouret - MONISTROL-SUR-LOIRE",45.29070447,45.29070447,"43","Carrefour Market","1.929",NA,"1.929"
"21360001","R","ZA LA CABOTTE - BLIGNY-SUR-OUCHE",47.107,47.107,"21","Maximarche","1.949",NA,"1.999"
"35760007","R","Boulevard de la Robiquette - SAINT GREGOIRE",48.135660943422,48.135660943422,"35","Systeme U","1.899","1.839","1.935"
"36330001","A","aire du Val de l'Indre - autoroute A20 - VELLES",46.724,46.724,"36","Shell","2.204","2.139","2.229"
"71670001","R","AV DE CHAMBREUIL - LE BREUIL",46.805,46.805,"71","Leclerc","1.919","1.859","1.979"
"52100018","R","RN4 sens nancy-paris - Hallignicourt",48.642435001388,48.642435001388,"52","Shell",NA,NA,NA
"91650001","R","LE BUISSON RONDEAU - Breuillet",48.569,48.569,"91","Carrefour Market","1.987","1.942","1.996"
"92500012","R","119 AVENUE DU PDT POMPIDOU - Rueil-Malmaison",48.86843,48.86843,"92","Total","2.094","2.058","2.168"
"20620002","R","Route de Rutali - BIGUGLIA",42.594,42.594,"20","ESSO","02.04",NA,NA
"6150005","R","Avenue Francis Tonner - CANNES",43.55,43.55,"06","Intermarche","1.922","1.882","1.942"
"51400008","A","Autoroute de l'Est - Les Petites-Loges",49.12,49.12,"51","BP",NA,NA,NA
"95500012","R","19 RUE GABRIEL PERI - GONESSE",48.99401,48.99401,"95","Total Access","1.979","1.923","1.994"
"39190001","R","ROUTE NATIONALE 83 - BEAUFORT",46.574,46.574,"39","Total","2.022","1.981","2.091"
"55000003","R","2 Route de Reims - FAINS-VéEL",48.79,48.79,"55","Avia","1.929","1.889","1.959"
"53240001","R","1 RUE FREDERIC CHAPLET - Andouillé",48.174,48.174,"53","Carrefour Contact","1.959",NA,"1.999"
"25220003","R","Zone Artisanale des Prés Chalots - Roche-lez-Beaupré",47.273,47.273,"25","Systeme U","1.909",NA,"1.949"
"79260004","R","Allée de la Communauté - LA CRèCHE",46.35519,46.35519,"79","Carrefour Contact","1.989",NA,"1.999"
"51390002","A","Aire de Gueux A4 - Gueux",49.244642982916,49.244642982916,"51","Agip","2.169","2.179","2.299"
"38300001","R","126 chemin de Rosiere (anciennement La Plaine) - RUY-MONTCEAU",45.589,45.589,"38","Carrefour Market","1.939",NA,"1.919"
"26100002","R","Route de Lyon - ROMANS-SUR-ISèRE",45.0434674082,45.0434674082,"26","Systeme U","1.909","1.869","1.98"
"55700006","R","AVENUE DE VERDUN - STENAY",49.483853119268,49.483853119268,"55","STENAY","1.9",NA,"1.864"
"44118003","R","78 Grand'Rue - La Chevrolière",47.09,47.09,"44","Carrefour Contact","1.929",NA,NA
"56700003","R","KERNOUS - Kervignac",47.765,47.765,"56","Total","02.01","1.98","02.05"
"12150003","R","Rue du General de Gaulle - Sévérac-le-Château",44.3197,44.3197,"12","Netto",NA,NA,NA
"30320007","A","Autoroute A9 - AIRE DE NIMES MARGUERITTES SUD - 30320 MARGUERITTES",43.869,43.869,"30","Avia","2.134","2.084","2.184"
"51230003","R","RD 43 - ZA BUISSON SAVIN LIEU DIT LES NOUSEAUX - FERE-CHAMPENOISE",48.749,48.749,"51","INTERMARCHE","1.936","1.841","1.941"
"58400002","R","Z.I LES PLANTES DES RELIGIEUSES - La Charité-sur-Loire",47.183,47.183,"58","Intermarche","1.909","1.879","1.959"
"14404001","R","Boulevard du 6 Juin - BAYEUX",49.277,49.277,"14","Leclerc","1.889","1.859","1.929"
"8320003","R","ROUTE NATIONALE 51 - HIERGES",50.106,50.106,"08","FIOUL SERVICE",NA,NA,NA
"30150002","R","ROUTE D'AVIGNON - ROQUEMAURE",44.045,44.045,"30","Independant sans enseigne",NA,NA,NA
"93600016","R","BLD MARC CHAGALL - Aulnay-sous-Bois",48.953,48.953,"93","Total","02.08","2.054","2.164"
"40000001","R","19 Boulevard Yves Mainguy - MONT-DE-MARSAN",43.883,43.883,"40","Carrefour Market",NA,NA,NA
"66962001","R","route de canet - PERPIGNAN",42.701,42.701,"66","Carrefour","1.89","1.907","1.964"
"92310002","R","AV DE L EUROPE - SEVRES",48.824,48.824,"92","BP","2.139","2.079","2.219"
"24270001","R","127 Rue du Limousin - LANOUAILLE",45.394,45.394,"24","Total","2.032",NA,NA
"10400002","R","AVENUE DU GENERAL DE GAULLE - NOGENT-SUR-SEINE",48.4924075936,48.4924075936,"10","Carrefour Market","1.929",NA,"1.969"
"34000015","R","AV.DE POMPIGNANE - MONTPELLIER",43.6072,43.6072,"34","Total","2.011","1.984","2.094"
"36150001","R","Route de Chateauroux - VATAN",47.06879,47.06879,"36","Carrefour Market","1.945",NA,"1.945"
"33560004","R","8 AVENUE DES GRIFFONS - Carbon-Blanc",44.888,44.888,"33","Total","2.023","1.986","2.096"
"52100019","R","RN4 SENS VITRY NANCY - HALLIGNICOURT",48.642054454094,48.642054454094,"52","Shell",NA,NA,NA
"62500005","R","1, RUE DES MADELEINES - Saint-Omer",50.744,50.744,"62","Total Access","1.907","1.878","1.947"
"33600009","R","195 AV DU HAUT LEVEQUE - PESSAC",44.7812636813,44.7812636813,"33","Total","2.023","2.002","2.112"
"70200004","R","ZI Aux Cloyes - Lure",47.683,47.683,"70","Leclerc","1.95","1.86",NA
"92140015","R","6 AVENUE CLAUDE TREBIGNAUD - CLAMART",48.793,48.793,"92","Total Access","1.988","1.958","2.037"
"56890003","R","Coet digo - SAINT-AVé",47.683,47.683,"56","Systeme U","1.919","1.879","1.979"
"10430003","R","71 rue Victor Hugo - Rosières",48.266508041454,48.266508041454,"10","Leclerc","1.959","1.909","2.019"
"59310003","R","ANGLE RUE DU SAULZOIR ET RUE ALBERT RICQUIER - BEUVRY-LA-FORêT",50.459,50.459,"59","Carrefour Contact",NA,NA,NA
"93190006","R","69, AVENUE ARISTIDE BRIAND - LIVRY GARGAN",48.912,48.912,"93","BP","2.099","2.049","2.189"
"61140001","R","ZA Les Fourmis - La Chapelle-d'Andaine",48.53,48.53,"61","Carrefour Contact","1.969",NA,"2.009"
"65429001","R","Route de Pau - IBOS",43.239,43.239,"65","Leclerc","1.945","1.909","1.983"
"72000014","R","284 Avenue Léon Bollée - Le Mans",47.9974,47.9974,"72","Intermarche","1.909","1.875","1.936"
"40300009","A","A64 - Aire d'Hastingues - HASTINGUES",43.52943573,43.52943573,"40","Avia","2.104","2.064","2.164"
"57303001","R","1 rue de Bousse BP20 MONDELANGE - Mondelange",49.261857768022,49.261857768022,"57","CORA","1.959","1.944",NA
"30300003","R","Route de Nimes - BEAUCAIRE",43.817,43.817,"30","Carrefour","1.902","1.856","1.956"
"50290003","R","ZA DES CLOS DES MARES - BREHAL",48.902,48.902,"50","Systeme U",NA,NA,NA
"36700001","R","ROUTE DE TOURS - Châtillon-sur-Indre",46.991,46.991,"36","Total",NA,NA,NA
"57730001","R","RD 910 A - Valmont",49.077,49.077,"57","Systeme U","1.949","1.869","1.999"
"69620003","R","LES PONTS TARRETS 118 RD 385 - LEGNY",45.927051919656,45.927051919656,"69","Carrefour Market","1.929","1.879","1.939"
"93100011","R","16 Boulevard Aristide Briand - Montreuil",48.869,48.869,"93","BP","2.149","2.099","2.239"
"63430004","R","Avenue Roger Prat - PONT-DU-CHâTEAU",45.801,45.801,"63","Intermarche","1.919","1.859",NA
"58160001","R","ROUTE DE DECIZE - IMPHY",46.922,46.922,"58","Atac","1.929",NA,"1.979"
"71260007","R","AUX TEPPES SOLDATS - PERONNE",46.4401808,46.4401808,"71","Intermarche Contact","1.938","1.874","1.945"
"51100044","R","360, AVENUE DE LAON - REIMS",49.275,49.275,"51","Total","2.037","2.001","2.111"
"29120004","R","Rue du Petit Train - PONT-L'ABBé",47.86496041,47.86496041,"29","Intermarche","1.895","1.849","1.935"
"85270001","R","Avenue du Terre Fort Face Hyper U - SAINT-HILAIRE-DE-RIEZ",46.713,46.713,"85","Systeme U","1.904","1.862","1.965"
"18240001","R","Rue de Beaumont - Belleville-sur-Loire",47.505,47.505,"18","Systeme U",NA,NA,NA
"31600008","R","90 chemin de coucoures - Lherm",43.43,43.43,"31","Auchan",NA,NA,NA
"25640008","R","RUE DE LA GRAPPE - Marchaux",47.320765279211,47.320765279211,"25","Intermarche","1.929","1.859",NA
"74250003","R","419 Route de la Vallée du Giffre - Fillinges",46.159,46.159,"74","Avia",NA,NA,NA
"7160003","R","Allée des Vergers - Le Cheylard",44.91366,44.91366,"07","Intermarche","1.979",NA,"1.999"
"13112005","R","672 Route des vignerons - LA DESTROUSSE",43.384,43.384,"13","Avia","1.955","1.855","1.955"
"59550002","R","57 Faubourg de France - Landrecies",50.11864,50.11864,"59","Total","02.03","02.02","02.06"
"44360002","R","24 , ROUTE DE COUERON - SAINT-ÉTIENNE-DE-MONTLUC",47.27,47.27,"44","Systeme U","1.888","1.829","1.919"
"24100018","R","14 rue Durou - Bergerac",44.858,44.858,"24","Intermarche","1.919","1.889","1.979"
"12500002","R","Boulevard de Guizard - ESPALION",44.524,44.524,"12","Total","1.989",NA,NA
"81160001","R","6, avenue Alphonse Pacifique - Saint-Juéry",43.9503922196,43.9503922196,"81","Carrefour Market","1.929",NA,"1.987"
"84570002","R","24 AVENUE JEAN JAURES - VILLES-SUR-AUZON",44.057792672929,44.057792672929,"84","Independant sans enseigne",NA,NA,NA
"42440009","R","35 RUE HOLTZER - UNIEUX",45.393322,45.393322,"42","Total","2.028","1.967","2.077"
"49125001","R","6 PLACE DE COUBERTIN - Tiercé",47.61508,47.61508,"49","Systeme U","1.909","1.869","1.969"
"13580002","R","Avenue des Puisatiers - LA FARE-LES-OLIVIERS",43.549,43.549,"13","Systeme U","1.889",NA,"1.909"
"45330002","R","35 rue du general patton - MALESHERBES",48.296,48.296,"45","Carrefour Market",NA,NA,NA
"42160005","R","9 Rue des Prairies - Saint-Cyprien",45.528,45.528,"42","Intermarche","1.949","1.899","1.949"
"2200011","R","Avenue de Compiègne - MERCIN-ET-VAUX",49.38127,49.38127,"02","Carrefour Market","1.91",NA,"1.939"
"64150008","R","CHEMIN DEPARTEMENTAL 533 - OS MARSILLON",43.385654130567,43.385654130567,"64","N.C.","1.909",NA,"1.985"
